ampl.tab 3 1
BusID	Time	Scenario	Pd
1	13	Autumn	331.402504724714
2	13	Autumn	335.019097568015
3	13	Autumn	333.479775180322
4	13	Autumn	348.136837460826
5	13	Autumn	355.635653431358
6	13	Autumn	370.223933824567
7	13	Autumn	376.308558959599
8	13	Autumn	370.579288649498
9	13	Autumn	356.865260964201
10	13	Autumn	344.239729327753
11	13	Autumn	0
12	13	Autumn	0
13	13	Autumn	325.37258727262
14	13	Autumn	306.4131520057
15	13	Autumn	144.316378243482
16	13	Autumn	141.062634785947
17	13	Autumn	0
18	13	Autumn	137.696959749923
19	13	Autumn	136.926765464908
20	13	Autumn	139.470869786433
21	13	Autumn	0
22	13	Autumn	0
23	13	Autumn	0
24	13	Autumn	0
1	14	Autumn	145.658792975281
2	14	Autumn	157.854248168672
3	14	Autumn	167.325191577798
4	14	Autumn	171.8245686426
5	14	Autumn	170.636039275245
6	14	Autumn	166.604784599603
7	14	Autumn	165.702594304276
8	14	Autumn	163.3463273622
9	14	Autumn	162.122299706885
10	14	Autumn	160.955678690121
11	14	Autumn	0
12	14	Autumn	0
13	14	Autumn	163.823474464422
14	14	Autumn	171.379932201089
15	14	Autumn	180.310614065449
16	14	Autumn	182.538842216087
17	14	Autumn	0
18	14	Autumn	179.397933715841
19	14	Autumn	173.551117913423
20	14	Autumn	169.623940368113
21	14	Autumn	0
22	14	Autumn	0
23	14	Autumn	0
24	14	Autumn	0
1	15	Autumn	163.766364506264
2	15	Autumn	155.598189911957
3	15	Autumn	151.508202662911
4	15	Autumn	143.987261572
5	15	Autumn	139.301373508179
6	15	Autumn	138.187323989623
7	15	Autumn	139.554575688217
8	15	Autumn	144.354046568426
9	15	Autumn	151.024550440208
10	15	Autumn	161.740549096927
11	15	Autumn	0
12	15	Autumn	0
13	15	Autumn	166.898569747952
14	15	Autumn	159.664095476155
15	15	Autumn	154.918745428465
16	15	Autumn	156.54670683201
17	15	Autumn	0
18	15	Autumn	155.589160998515
19	15	Autumn	152.925586680753
20	15	Autumn	156.197397387515
21	15	Autumn	0
22	15	Autumn	0
23	15	Autumn	0
24	15	Autumn	0
1	16	Autumn	161.226071328437
2	16	Autumn	167.983159564472
3	16	Autumn	178.627572472914
4	16	Autumn	187.59741990679
5	16	Autumn	193.918983450528
6	16	Autumn	196.685707633964
7	16	Autumn	193.097750558083
8	16	Autumn	180.9503140405
9	16	Autumn	168.452622815332
10	16	Autumn	195.347781338608
11	16	Autumn	0
12	16	Autumn	0
13	16	Autumn	183.190736579589
14	16	Autumn	175.779500382423
15	16	Autumn	171.861568823992
16	16	Autumn	171.431456101894
17	16	Autumn	0
18	16	Autumn	175.943731077557
19	16	Autumn	185.507489410275
20	16	Autumn	203.675950373654
21	16	Autumn	0
22	16	Autumn	0
23	16	Autumn	0
24	16	Autumn	0
1	17	Autumn	224.541216280573
2	17	Autumn	234.260329369963
3	17	Autumn	230.962208734088
4	17	Autumn	233.435135976221
5	17	Autumn	234.614072623091
6	17	Autumn	239.441785484699
7	17	Autumn	246.303283112061
8	17	Autumn	254.055913891441
9	17	Autumn	267.053957111006
10	17	Autumn	270.143640990042
11	17	Autumn	0
12	17	Autumn	0
13	17	Autumn	268.135633384971
14	17	Autumn	263.134768221814
15	17	Autumn	255.144020027839
16	17	Autumn	243.527911076405
17	17	Autumn	0
18	17	Autumn	224.587511180177
19	17	Autumn	209.134435113318
20	17	Autumn	155.708963731418
21	17	Autumn	0
22	17	Autumn	0
23	17	Autumn	0
24	17	Autumn	0
1	18	Autumn	154.007186252318
2	18	Autumn	150.311251300408
3	18	Autumn	147.643275020858
4	18	Autumn	145.091284511201
5	18	Autumn	149.571843186976
6	18	Autumn	159.922731535678
7	18	Autumn	173.906592279932
8	18	Autumn	187.759002371103
9	18	Autumn	189.85486977649
10	18	Autumn	188.491573423622
11	18	Autumn	0
12	18	Autumn	0
13	18	Autumn	182.381121423968
14	18	Autumn	180.131691757277
15	18	Autumn	182.097467446879
16	18	Autumn	181.260778701616
17	18	Autumn	0
18	18	Autumn	189.2275302715
19	18	Autumn	193.303463276504
20	18	Autumn	201.232828895636
21	18	Autumn	0
22	18	Autumn	0
23	18	Autumn	0
24	18	Autumn	0
1	19	Autumn	204.540087602665
2	19	Autumn	201.425979716394
3	19	Autumn	193.971808512073
4	19	Autumn	187.109282307277
5	19	Autumn	176.854169058091
6	19	Autumn	166.548890429525
7	19	Autumn	102.057991244009
8	19	Autumn	99.7570013955869
9	19	Autumn	97.3768555137575
10	19	Autumn	96.8321877320895
11	19	Autumn	0
12	19	Autumn	0
13	19	Autumn	98.6313333296319
14	19	Autumn	103.007323209038
15	19	Autumn	111.631733511547
16	19	Autumn	118.329417248388
17	19	Autumn	0
18	19	Autumn	121.511297161617
19	19	Autumn	120.670790205698
20	19	Autumn	117.819958169885
21	19	Autumn	0
22	19	Autumn	0
23	19	Autumn	0
24	19	Autumn	0
1	20	Autumn	117.181945143355
2	20	Autumn	115.515634819678
3	20	Autumn	114.650024102107
4	20	Autumn	113.825010344395
5	20	Autumn	115.853064814619
6	20	Autumn	121.196858131157
7	20	Autumn	127.512478455124
8	20	Autumn	129.088242009167
9	20	Autumn	126.867047047666
10	20	Autumn	122.732282281315
11	20	Autumn	0
12	20	Autumn	0
13	20	Autumn	119.955051752036
14	20	Autumn	115.812677661888
15	20	Autumn	110.036288998511
16	20	Autumn	107.143922325153
17	20	Autumn	0
18	20	Autumn	101.825245752574
19	20	Autumn	98.5114685582705
20	20	Autumn	97.7236324346502
21	20	Autumn	0
22	20	Autumn	0
23	20	Autumn	0
24	20	Autumn	0
1	21	Autumn	98.6905286634906
2	21	Autumn	102.084629617451
3	21	Autumn	106.801892024014
4	21	Autumn	114.380056819926
5	21	Autumn	118.027717832806
6	21	Autumn	112.911625530099
7	21	Autumn	109.555797872064
8	21	Autumn	110.707063395012
9	21	Autumn	110.029903910552
10	21	Autumn	108.146271243847
11	21	Autumn	0
12	21	Autumn	0
13	21	Autumn	110.460037931502
14	21	Autumn	114.016227237789
15	21	Autumn	118.79472057598
16	21	Autumn	126.322261196315
17	21	Autumn	0
18	21	Autumn	132.665578718614
19	21	Autumn	137.136076694296
20	21	Autumn	139.092655122361
21	21	Autumn	0
22	21	Autumn	0
23	21	Autumn	0
24	21	Autumn	0
1	22	Autumn	136.555315311793
2	22	Autumn	127.964862967867
3	22	Autumn	119.126716687086
4	22	Autumn	138.146497300231
5	22	Autumn	129.549250177831
6	22	Autumn	124.308154966575
7	22	Autumn	121.537463035751
8	22	Autumn	121.233294922886
9	22	Autumn	124.424296010648
10	22	Autumn	131.187616820526
11	22	Autumn	0
12	22	Autumn	0
13	22	Autumn	144.036031203468
14	22	Autumn	158.791578364162
15	22	Autumn	165.664763311355
16	22	Autumn	163.332390706979
17	22	Autumn	0
18	22	Autumn	165.081201132355
19	22	Autumn	165.914924285943
20	22	Autumn	169.328997469843
21	22	Autumn	0
22	22	Autumn	0
23	22	Autumn	0
24	22	Autumn	0
1	23	Autumn	174.181327283667
2	23	Autumn	179.66385070776
3	23	Autumn	188.855837072977
4	23	Autumn	191.040806887986
5	23	Autumn	189.620779410367
6	23	Autumn	186.084255980067
7	23	Autumn	180.433340130185
8	23	Autumn	172.218633247402
9	23	Autumn	158.824317298689
10	23	Autumn	147.896175107761
11	23	Autumn	0
12	23	Autumn	0
13	23	Autumn	110.114626285201
14	23	Autumn	108.911159338656
15	23	Autumn	106.297459483162
16	23	Autumn	104.410713826905
17	23	Autumn	0
18	23	Autumn	102.60599125654
19	23	Autumn	105.774563137751
20	23	Autumn	113.094528378822
21	23	Autumn	0
22	23	Autumn	0
23	23	Autumn	0
24	23	Autumn	0
1	24	Autumn	122.983667468681
2	24	Autumn	132.779846980669
3	24	Autumn	134.26200735575
4	24	Autumn	133.297908277479
5	24	Autumn	128.976704653414
6	24	Autumn	127.385947762052
7	24	Autumn	128.776109575694
8	24	Autumn	128.184418087331
9	24	Autumn	133.818363948906
10	24	Autumn	136.700791709351
11	24	Autumn	0
12	24	Autumn	0
13	24	Autumn	142.308298887521
14	24	Autumn	144.64713377426
15	24	Autumn	142.44489173314
16	24	Autumn	137.173433643897
17	24	Autumn	0
18	24	Autumn	132.320376438295
19	24	Autumn	125.06814165434
20	24	Autumn	117.78043080099
21	24	Autumn	0
22	24	Autumn	0
23	24	Autumn	0
24	24	Autumn	0
